,Full Name,0,1,Position,Team
438,Lance Dunbar,0.99394935,0.0060506645,RB,-
439,Mike Tolbert,0.99394935,0.0060506645,RB,-
440,Jakeem Grant,0.99394935,0.0060506645,WR,-
441,Mack Brown,0.99394935,0.0060506645,RB,-
442,Malcolm Brown,0.99394935,0.0060506645,RB,-
443,Nick Williams,0.99394935,0.0060506645,WR,-
444,Marcus Murphy,0.99394935,0.0060506645,RB,-
445,Jared Abbrederis,0.99394935,0.0060506645,WR,-
446,Tre McBride,0.99394935,0.0060506645,WR,-
447,Raheem Mostert,0.99394935,0.0060506645,RB,-
448,Bennie Fowler,0.99394935,0.0060506645,WR,-
449,Brittan Golden,0.99394935,0.0060506645,WR,-
450,Ifeanyi Momah,0.99394935,0.0060506645,TE,-
451,Corey Grant,0.99394935,0.0060506645,RB,-
452,DeAndrew White,0.99394935,0.0060506645,WR,-
453,Garrett Celek,0.99394935,0.0060506645,TE,-
454,Kasen Williams,0.99394935,0.0060506645,WR,-
455,Eric Tomlinson,0.99394935,0.0060506645,TE,-
456,Brice Butler,0.99394935,0.0060506645,WR,-
457,Jaron Brown,0.99394935,0.0060506645,WR,-
458,David Morgan,0.99394935,0.0060506645,TE,-
459,Daniel Brown,0.99394935,0.0060506645,TE,-
460,Senorise Perry,0.99394935,0.0060506645,RB,-
461,Derek Watt,0.99394935,0.0060506645,RB,-
462,Derrick Coleman,0.99394935,0.0060506645,RB,-
463,Ryan Hewitt,0.99394935,0.0060506645,RB,-
464,Deonte Thompson,0.99394935,0.0060506645,WR,-
465,Brandon Williams,0.99394935,0.0060506645,TE,-
466,Rod Smith,0.99394935,0.0060506645,RB,-
467,Ben Koyack,0.99394935,0.0060506645,TE,-
468,Brandon Coleman,0.99394935,0.0060506645,WR,-
469,Alan Cross,0.99394935,0.0060506645,TE,-
470,Rex Burkhead,0.99394935,0.0060506645,RB,-
471,Fitzgerald Toussaint,0.99394935,0.0060506645,RB,-
472,Fozzy Whittaker,0.99394935,0.0060506645,RB,-
473,J.D. McKissic,0.99394935,0.0060506645,RB,-
474,A.J. Derby,0.99394935,0.0060506645,TE,-
